District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
창원시의창구,53366,43453,17302,40.1,22314,51.72,2993,6.93,486,1.12,47,0.1,0,0,0.0
창원시성산구,39528,34005,15085,44.7,15112,44.78,2989,8.85,516,1.52,40,0.11,0,0,0.0
창원시마산합포구,38931,35828,14882,41.86,18124,50.98,2192,6.16,305,0.85,46,0.12,0,0,0.0
창원시마산회원구,34560,30009,11824,39.71,15738,52.85,1898,6.37,272,0.91,42,0.14,0,0,0.0
창원시진해구,39873,34859,15207,43.99,16420,47.5,2612,7.55,289,0.83,38,0.1,0,0,0.0
진주시,22663,22236,9923,45.05,10264,46.6,1609,7.3,208,0.94,21,0.09,0,0,0.0
통영시,18626,17655,7556,43.15,8858,50.59,943,5.38,133,0.75,18,0.1,0,0,0.0
고성군,13810,11111,3637,32.99,6847,62.11,455,4.12,74,0.67,10,0.09,0,0,0.0
사천시,32786,29035,11875,41.27,14708,51.11,1880,6.53,274,0.95,36,0.12,0,0,0.0
김해시,73497,62168,31749,51.46,25169,40.79,4144,6.71,559,0.9,75,0.12,0,0,0.0
밀양시,45179,37904,13990,37.21,21464,57.1,1818,4.83,280,0.74,37,0.09,0,0,0.0
거제시,78940,63671,31632,50.04,27079,42.83,3816,6.03,628,0.99,55,0.08,0,0,0.0
의령군,6839,6706,2614,39.51,3606,54.51,316,4.77,61,0.92,18,0.27,0,0,0.0
함안군,19743,17207,6853,40.12,9139,53.5,913,5.34,152,0.88,24,0.14,0,0,0.0
창녕군,7555,7555,2770,36.98,4320,57.67,338,4.51,55,0.73,7,0.09,0,0,0.0
양산시,142681,114399,53170,46.79,51523,45.34,7773,6.84,1035,0.91,128,0.11,0,0,0.0
하동군,11248,11248,5175,46.62,5232,47.13,575,5.18,104,0.93,14,0.12,0,0,0.0
남해군,8321,8320,3462,42.12,4336,52.76,333,4.05,74,0.9,13,0.15,0,0,0.0
함양군,8213,7672,2897,38.26,4168,55.05,402,5.31,87,1.14,16,0.21,0,0,0.0
산청군,15156,12979,4498,35.04,7654,59.63,541,4.21,123,0.95,19,0.14,0,0,0.0
거창군,11329,10364,3301,32.26,6311,61.67,526,5.14,74,0.72,20,0.19,0,0,0.0
합천군,7669,7450,2325,31.67,4602,62.68,334,4.54,61,0.83,19,0.25,0,0,0.0
