District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
춘천시,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
원주시,106841,75052,30847,41.38,37239,49.95,5648,7.57,734,0.98,75,0.1,0,0,0.0
강릉시,74187,66140,33447,50.9,26716,40.65,4891,7.44,599,0.91,57,0.08,0,0,0.0
동해시,21740,18010,7813,43.67,8844,49.43,1065,5.95,142,0.79,27,0.15,0,0,0.0
삼척시,10225,9504,4680,49.6,3952,41.89,699,7.4,96,1.01,7,0.07,0,0,0.0
태백시,21862,17888,8026,45.14,8702,48.94,900,5.06,140,0.78,11,0.06,0,0,0.0
정선군,1957,1936,1054,54.83,734,38.18,121,6.29,10,0.52,3,0.15,0,0,0.0
속초시,9253,8624,4665,54.37,3259,37.98,568,6.62,78,0.9,9,0.1,0,0,0.0
고성군,7700,5895,2361,40.36,3108,53.13,342,5.84,30,0.51,8,0.13,0,0,0.0
양양군,6476,5646,2463,43.97,2841,50.72,250,4.46,45,0.8,2,0.03,0,0,0.0
인제군,13731,11903,5519,46.82,4973,42.19,1169,9.91,107,0.9,18,0.15,0,0,0.0
홍천군,26982,20927,8749,42.2,10574,51.0,1245,6.0,131,0.63,31,0.14,0,0,0.0
횡성군,19176,14922,5931,40.06,8122,54.86,631,4.26,98,0.66,21,0.14,0,0,0.0
영월군,4579,4195,1992,47.82,1969,47.27,176,4.22,25,0.6,3,0.07,0,0,0.0
평창군,9989,9961,5272,53.31,3908,39.51,605,6.11,93,0.94,11,0.11,0,0,0.0
화천군,10855,9119,3866,42.77,4311,47.69,758,8.38,86,0.95,17,0.18,0,0,0.0
양구군,2555,2405,1179,49.47,974,40.87,210,8.81,18,0.75,2,0.08,0,0,0.0
철원군,7266,6997,3514,50.67,2769,39.92,595,8.57,49,0.7,8,0.11,0,0,0.0
