District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
창원시의창구,181085,144279,54737,38.23,74483,52.03,12091,8.44,1679,1.17,162,0.11,0,0,0.0
창원시성산구,208940,171376,69874,41.09,80619,47.41,16676,9.8,2668,1.56,184,0.1,0,0,0.0
창원시마산합포구,154518,121931,40797,33.72,70653,58.4,8305,6.86,1087,0.89,134,0.11,0,0,0.0
창원시마산회원구,142882,111696,37347,33.68,65084,58.7,7220,6.51,1071,0.96,148,0.13,0,0,0.0
창원시진해구,157266,122023,49732,41.08,60152,49.68,9813,8.1,1213,1.0,145,0.11,0,0,0.0
진주시,167774,132959,44132,33.46,77969,59.12,8531,6.46,1087,0.82,153,0.11,0,0,0.0
통영시,102203,79149,27921,35.57,45078,57.43,4765,6.07,616,0.78,111,0.14,0,0,0.0
고성군,43287,33580,10744,32.3,20573,61.85,1662,4.99,254,0.76,27,0.08,0,0,0.0
사천시,94356,73114,25242,34.84,41495,57.27,4949,6.83,662,0.91,103,0.14,0,0,0.0
김해시,336861,243090,104775,43.43,115461,47.85,18267,7.57,2451,1.01,295,0.12,0,0,0.0
밀양시,90650,69757,23125,33.42,41676,60.24,3783,5.46,508,0.73,87,0.12,0,0,0.0
거제시,192259,146586,69037,47.5,63490,43.68,10928,7.51,1682,1.15,185,0.12,0,0,0.0
의령군,23294,18214,5421,30.14,11559,64.26,832,4.62,140,0.77,34,0.18,0,0,0.0
함안군,51990,40601,13802,34.27,23755,58.99,2275,5.65,371,0.92,60,0.14,0,0,0.0
창녕군,50638,38724,11013,28.69,25310,65.93,1760,4.58,263,0.68,40,0.1,0,0,0.0
양산시,281982,215288,93644,43.81,102825,48.1,15037,7.03,2000,0.93,226,0.1,0,0,0.0
하동군,37540,30092,10904,36.66,17035,57.28,1492,5.01,261,0.87,47,0.15,0,0,0.0
남해군,36504,28758,9931,34.93,16808,59.13,1377,4.84,269,0.94,39,0.13,0,0,0.0
함양군,32702,25848,8489,33.2,15503,60.63,1321,5.16,219,0.85,36,0.14,0,0,0.0
산청군,30968,24668,7478,30.63,15548,63.69,1130,4.62,219,0.89,36,0.14,0,0,0.0
거창군,52316,41373,12623,30.84,25259,61.72,2640,6.45,332,0.81,65,0.15,0,0,0.0
합천군,37329,28935,7001,24.5,20132,70.47,1188,4.15,200,0.7,46,0.16,0,0,0.0
