District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
천안시서북구,34609,22390,8792,39.57,11640,52.38,1547,6.96,216,0.97,23,0.1,0,0,0.0
천안시동남구,17262,14769,7532,51.37,5946,40.55,1032,7.03,129,0.87,23,0.15,0,0,0.0
공주시,16483,16483,9752,59.57,5639,34.44,858,5.24,102,0.62,18,0.1,0,0,0.0
보령시,19173,19106,10487,55.41,7138,37.71,1122,5.92,152,0.8,26,0.13,0,0,0.0
아산시,65283,51226,26403,51.92,20414,40.14,3503,6.88,488,0.95,41,0.08,0,0,0.0
서산시,32101,30504,17969,59.32,9858,32.54,2154,7.11,269,0.88,41,0.13,0,0,0.0
태안군,18219,14674,6331,43.51,7491,51.48,613,4.21,91,0.62,23,0.15,0,0,0.0
금산군,6829,6503,3540,54.78,2588,40.04,292,4.51,35,0.54,7,0.1,0,0,0.0
논산시,11218,9692,5018,52.23,4014,41.78,486,5.05,79,0.82,9,0.09,0,0,0.0
계룡시,4412,4412,2669,61.0,1207,27.58,465,10.62,31,0.7,3,0.06,0,0,0.0
당진시,54313,47933,28623,60.12,15228,31.98,3272,6.87,435,0.91,45,0.09,0,0,0.0
부여군,15280,13784,6587,48.15,6356,46.46,625,4.56,98,0.71,13,0.09,0,0,0.0
서천군,12510,11653,6307,54.53,4629,40.02,536,4.63,73,0.63,20,0.17,0,0,0.0
홍성군,9305,9305,4778,51.77,3832,41.52,457,4.95,150,1.62,11,0.11,0,0,0.0
청양군,7574,6665,3099,46.89,3101,46.92,347,5.25,48,0.72,14,0.21,0,0,0.0
예산군,21004,17404,6833,39.51,9464,54.73,857,4.95,116,0.67,21,0.12,0,0,0.0
