District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
중구,76635,57692,29956,52.25,22377,39.03,4440,7.74,505,0.88,48,0.08,0,0,0.0
동구,22342,19121,10525,55.43,6972,36.72,1242,6.54,223,1.17,23,0.12,0,0,0.0
미추홀구,118245,94319,51309,54.78,34293,36.61,7081,7.56,882,0.94,90,0.09,0,0,0.0
연수구,87670,65958,28091,42.83,31051,47.35,5746,8.76,639,0.97,50,0.07,0,0,0.0
남동구,57112,48512,27076,56.21,17065,35.42,3502,7.27,470,0.97,53,0.11,0,0,0.0
부평구,144788,110363,58013,52.96,41679,38.05,8587,7.83,1155,1.05,103,0.09,0,0,0.0
계양구,55371,49892,31685,63.92,14031,28.3,3355,6.76,458,0.92,39,0.07,0,0,0.0
서구,227709,164185,80772,49.51,66163,40.56,14390,8.82,1619,0.99,166,0.1,0,0,0.0
강화군,56787,42093,15847,37.88,23791,56.87,1876,4.48,275,0.65,40,0.09,0,0,0.0
옹진군,12808,9904,3541,36.25,5416,55.44,725,7.42,65,0.66,21,0.21,0,0,0.0
