District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
포항시북구,198486,156124,40696,26.21,103131,66.43,9949,6.4,1333,0.85,122,0.07,0,0,0.0
포항시남구,140743,108303,29167,27.12,70240,65.31,7137,6.63,906,0.84,97,0.09,0,0,0.0
울릉군,8412,6716,1814,27.26,4351,65.38,454,6.82,30,0.45,5,0.07,0,0,0.0
경주시,123826,102409,29778,29.28,64678,63.6,5830,5.73,1305,1.28,95,0.09,0,0,0.0
김천시,108576,84889,20474,24.28,58134,68.94,5043,5.98,585,0.69,81,0.09,0,0,0.0
안동시,126677,98562,29603,30.28,61728,63.15,5592,5.72,731,0.74,84,0.08,0,0,0.0
구미시,172855,141721,44111,31.37,83084,59.08,12182,8.66,1080,0.76,156,0.11,0,0,0.0
영주시,81506,63547,16909,26.82,42544,67.49,3109,4.93,410,0.65,58,0.09,0,0,0.0
영천시,71099,55627,10878,19.69,41779,75.66,2224,4.02,285,0.51,53,0.09,0,0,0.0
상주시,81951,65682,14270,21.91,46856,71.96,3496,5.36,411,0.63,75,0.11,0,0,0.0
문경시,59787,47655,10266,21.73,34287,72.58,2337,4.94,297,0.62,48,0.1,0,0,0.0
예천군,46657,38177,10039,26.58,25065,66.38,2336,6.18,272,0.72,47,0.12,0,0,0.0
경산시,94720,71579,16001,22.52,49621,69.84,4827,6.79,516,0.72,76,0.1,0,0,0.0
청도군,37770,30244,6045,20.15,22480,74.93,1273,4.24,164,0.54,37,0.12,0,0,0.0
고령군,27768,22163,4130,18.8,16684,75.97,990,4.5,126,0.57,29,0.13,0,0,0.0
성주군,34280,27691,4944,18.0,21256,77.42,1080,3.93,143,0.52,31,0.11,0,0,0.0
칠곡군,92234,69654,18246,26.38,45689,66.06,4605,6.65,518,0.74,97,0.14,0,0,0.0
의성군,41422,32966,5588,17.09,25779,78.88,1087,3.32,188,0.57,38,0.11,0,0,0.0
청송군,22070,18250,3789,20.95,13348,73.83,797,4.4,125,0.69,19,0.1,0,0,0.0
영양군,14161,11615,2848,24.72,8104,70.35,484,4.2,72,0.62,10,0.08,0,0,0.0
영덕군,30579,24558,4407,18.1,18780,77.16,972,3.99,155,0.63,22,0.09,0,0,0.0
봉화군,24122,18921,4397,23.44,13543,72.22,675,3.59,116,0.61,20,0.1,0,0,0.0
울진군,41362,32830,7327,22.51,23129,71.06,1859,5.71,197,0.6,35,0.1,0,0,0.0
