District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
목포시,75684,43561,34468,79.63,6156,14.22,2148,4.96,450,1.03,59,0.13,0,0,0.0
여수시,59992,37611,29532,78.98,5559,14.86,1932,5.16,330,0.88,35,0.09,0,0,0.0
순천시,38102,35849,31751,89.11,2250,6.31,1354,3.8,228,0.63,46,0.12,0,0,0.0
나주시,27623,16171,12661,78.86,2336,14.55,882,5.49,147,0.91,28,0.17,0,0,0.0
광양시,13396,12384,10729,87.23,1033,8.39,444,3.61,69,0.56,24,0.19,0,0,0.0
담양군,29174,24904,22207,89.63,1641,6.62,710,2.86,152,0.61,65,0.26,0,0,0.0
장성군,18246,18246,16590,91.38,931,5.12,501,2.75,99,0.54,32,0.17,0,0,0.0
곡성군,20936,16955,14609,87.07,1489,8.87,477,2.84,156,0.92,47,0.28,0,0,0.0
구례군,5177,5143,4631,90.92,315,6.18,102,2.0,29,0.56,16,0.31,0,0,0.0
고흥군,50262,41446,36390,88.51,3437,8.36,938,2.28,228,0.55,117,0.28,0,0,0.0
보성군,15282,15207,13833,91.53,830,5.49,330,2.18,87,0.57,33,0.21,0,0,0.0
화순군,12568,7383,6081,83.13,880,12.03,281,3.84,52,0.71,21,0.28,0,0,0.0
장흥군,4394,4349,3971,92.11,219,5.08,80,1.85,26,0.6,15,0.34,0,0,0.0
강진군,3701,3646,3239,89.89,235,6.52,99,2.74,26,0.72,4,0.11,0,0,0.0
완도군,14387,13575,12519,93.07,539,4.0,291,2.16,57,0.42,45,0.33,0,0,0.0
해남군,14155,14103,12824,91.64,766,5.47,291,2.07,84,0.6,28,0.2,0,0,0.0
진도군,13262,11057,9771,89.16,831,7.58,267,2.43,53,0.48,36,0.32,0,0,0.0
영암군,22294,20957,18852,90.66,1190,5.72,555,2.66,159,0.76,36,0.17,0,0,0.0
무안군,20273,17508,15582,89.71,1111,6.39,534,3.07,103,0.59,39,0.22,0,0,0.0
영광군,17809,16229,14380,89.33,1047,6.5,526,3.26,76,0.47,68,0.42,0,0,0.0
함평군,13111,11638,10579,91.72,624,5.41,233,2.02,56,0.48,41,0.35,0,0,0.0
신안군,21223,18437,16506,90.39,1178,6.45,415,2.27,105,0.57,56,0.3,0,0,0.0
