District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
천안시서북구,34609,22390,8792,39.57,11640,52.38,1547,6.96,216,0.97,23,0.1,0,0,0.0
천안시동남구,21730,19237,10338,54.15,7145,37.42,1399,7.32,181,0.94,27,0.14,0,0,0.0
공주시,19293,19293,11463,59.84,6402,33.42,1138,5.94,130,0.67,20,0.1,0,0,0.0
보령시,19173,19106,10487,55.41,7138,37.71,1122,5.92,152,0.8,26,0.13,0,0,0.0
아산시,73140,58081,30521,52.92,22490,39.0,4055,7.03,552,0.95,46,0.07,0,0,0.0
서산시,33884,31483,18323,58.6,10412,33.3,2205,7.05,284,0.9,42,0.13,0,0,0.0
태안군,18219,14674,6331,43.51,7491,51.48,613,4.21,91,0.62,23,0.15,0,0,0.0
금산군,6829,6503,3540,54.78,2588,40.04,292,4.51,35,0.54,7,0.1,0,0,0.0
논산시,11218,9692,5018,52.23,4014,41.78,486,5.05,79,0.82,9,0.09,0,0,0.0
계룡시,4412,4412,2669,61.0,1207,27.58,465,10.62,31,0.7,3,0.06,0,0,0.0
당진시,59028,52272,31244,60.16,16667,32.09,3496,6.73,469,0.9,51,0.09,0,0,0.0
부여군,15280,13784,6587,48.15,6356,46.46,625,4.56,98,0.71,13,0.09,0,0,0.0
서천군,12510,11653,6307,54.53,4629,40.02,536,4.63,73,0.63,20,0.17,0,0,0.0
홍성군,9305,9305,4778,51.77,3832,41.52,457,4.95,150,1.62,11,0.11,0,0,0.0
청양군,8628,7270,3250,45.08,3526,48.91,367,5.09,51,0.7,14,0.19,0,0,0.0
예산군,21004,17404,6833,39.51,9464,54.73,857,4.95,116,0.67,21,0.12,0,0,0.0
