District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
목포시,120550,87824,74972,85.82,8098,9.27,3473,3.97,726,0.83,88,0.1,0,0,0.0
여수시,96660,61492,48499,79.36,8883,14.53,3138,5.13,509,0.83,78,0.12,0,0,0.0
순천시,126136,107068,91068,85.5,9405,8.83,5118,4.8,784,0.73,126,0.11,0,0,0.0
나주시,52093,36586,30050,82.78,4159,11.45,1720,4.73,299,0.82,71,0.19,0,0,0.0
광양시,62807,49757,39072,78.95,6810,13.76,3171,6.4,372,0.75,61,0.12,0,0,0.0
담양군,33925,27586,24371,88.8,2005,7.3,825,3.0,172,0.62,71,0.25,0,0,0.0
장성군,31835,25750,22407,87.54,2166,8.46,815,3.18,163,0.63,43,0.16,0,0,0.0
곡성군,24642,20660,17677,86.4,1806,8.82,724,3.53,195,0.95,56,0.27,0,0,0.0
구례군,19274,16122,13850,86.56,1608,10.05,408,2.55,104,0.65,30,0.18,0,0,0.0
고흥군,55564,46747,40708,87.78,3968,8.55,1304,2.81,266,0.57,124,0.26,0,0,0.0
보성군,28029,23070,20229,88.3,1916,8.36,558,2.43,151,0.65,53,0.23,0,0,0.0
화순군,28118,19409,16406,85.24,1894,9.84,742,3.85,153,0.79,50,0.25,0,0,0.0
장흥군,16102,13153,11646,89.32,976,7.48,281,2.15,90,0.69,45,0.34,0,0,0.0
강진군,15170,15115,13475,89.92,986,6.58,387,2.58,101,0.67,35,0.23,0,0,0.0
완도군,32161,27770,25053,90.98,1581,5.74,697,2.53,133,0.48,71,0.25,0,0,0.0
해남군,48069,40458,35923,89.42,2872,7.14,1059,2.63,229,0.57,88,0.21,0,0,0.0
진도군,17884,13926,12139,88.02,1165,8.44,372,2.69,70,0.5,45,0.32,0,0,0.0
영암군,39012,30716,26735,87.69,2487,8.15,940,3.08,262,0.85,62,0.2,0,0,0.0
무안군,41071,32988,28501,86.99,2694,8.22,1243,3.79,255,0.77,70,0.21,0,0,0.0
영광군,39527,31529,27255,87.04,2623,8.37,1170,3.73,160,0.51,105,0.33,0,0,0.0
함평군,19403,15159,13401,89.21,1124,7.48,360,2.39,85,0.56,51,0.33,0,0,0.0
신안군,27099,21434,19009,89.51,1554,7.31,479,2.25,130,0.61,63,0.29,0,0,0.0
