District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
목포시,101517,68791,57476,84.0,7325,10.7,2931,4.28,607,0.88,77,0.11,0,0,0.0
여수시,89020,56739,44732,79.31,8190,14.52,2931,5.19,478,0.84,67,0.11,0,0,0.0
순천시,94299,77362,65035,84.55,7448,9.68,3735,4.85,591,0.76,105,0.13,0,0,0.0
나주시,43764,28257,22480,80.07,3788,13.49,1507,5.36,252,0.89,45,0.16,0,0,0.0
광양시,46634,39211,31485,80.74,4765,12.22,2437,6.25,257,0.65,48,0.12,0,0,0.0
담양군,33925,27586,24371,88.8,2005,7.3,825,3.0,172,0.62,71,0.25,0,0,0.0
장성군,27208,23146,20289,88.17,1810,7.86,726,3.15,144,0.62,41,0.17,0,0,0.0
곡성군,20936,16955,14609,87.07,1489,8.87,477,2.84,156,0.92,47,0.28,0,0,0.0
구례군,16641,14540,12687,87.9,1271,8.8,357,2.47,92,0.63,26,0.18,0,0,0.0
고흥군,55564,46747,40708,87.78,3968,8.55,1304,2.81,266,0.57,124,0.26,0,0,0.0
보성군,19712,18008,16109,90.02,1233,6.89,398,2.22,113,0.63,40,0.22,0,0,0.0
화순군,23168,14459,11838,82.56,1691,11.79,648,4.51,130,0.9,31,0.21,0,0,0.0
장흥군,10917,10220,9341,92.22,501,4.94,191,1.88,60,0.59,35,0.34,0,0,0.0
강진군,15170,15115,13475,89.92,986,6.58,387,2.58,101,0.67,35,0.23,0,0,0.0
완도군,26095,24325,22260,92.26,1119,4.63,587,2.43,103,0.42,58,0.24,0,0,0.0
해남군,35948,29871,26491,89.35,2209,7.45,707,2.38,171,0.57,70,0.23,0,0,0.0
진도군,14287,11780,10379,88.94,911,7.8,287,2.45,55,0.47,37,0.31,0,0,0.0
영암군,38390,30358,26423,87.69,2460,8.16,926,3.07,261,0.86,61,0.2,0,0,0.0
무안군,36878,29945,26087,87.73,2301,7.73,1074,3.61,206,0.69,66,0.22,0,0,0.0
영광군,28758,22292,19099,86.37,1993,9.01,817,3.69,111,0.5,91,0.41,0,0,0.0
함평군,19403,15159,13401,89.21,1124,7.48,360,2.39,85,0.56,51,0.33,0,0,0.0
신안군,25089,20400,18117,89.65,1447,7.16,458,2.26,125,0.61,61,0.3,0,0,0.0
