District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
수원시장안구,21920,18640,10514,56.7,6521,35.16,1341,7.23,149,0.8,17,0.09,0,0,0.0
수원시권선구,140319,97779,43905,45.22,43403,44.71,8727,8.99,955,0.98,83,0.08,0,0,0.0
수원시팔달구,110726,75931,30616,40.62,36606,48.57,7309,9.69,734,0.97,92,0.12,0,0,0.0
수원시영통구,135808,100984,41503,41.39,45778,45.66,11853,11.82,1024,1.02,96,0.09,0,0,0.0
성남시수정구,20639,20624,14324,69.85,4696,22.9,1325,6.46,148,0.72,12,0.05,0,0,0.0
성남시중원구,80734,66238,39245,59.62,21801,33.12,4233,6.43,480,0.72,58,0.08,0,0,0.0
성남시분당구,125490,96776,33647,34.99,52433,54.52,9148,9.51,876,0.91,57,0.05,0,0,0.0
의정부시,89085,57048,24677,43.58,26989,47.66,4335,7.65,560,0.98,56,0.09,0,0,0.0
안양시만안구,69586,48483,19577,40.68,23777,49.41,4282,8.89,444,0.92,40,0.08,0,0,0.0
안양시동안구,63162,53943,26998,50.38,21145,39.45,4835,9.02,569,1.06,39,0.07,0,0,0.0
부천시원미구,77013,64797,35886,55.77,22731,35.32,5063,7.86,614,0.95,46,0.07,0,0,0.0
부천시소사구,99928,71894,32111,44.97,33049,46.29,5382,7.53,793,1.11,57,0.07,0,0,0.0
부천시오정구,52400,38321,21165,55.56,14044,36.86,2506,6.57,326,0.85,50,0.13,0,0,0.0
광명시,88112,75530,42173,56.16,26094,34.75,6020,8.01,753,1.0,50,0.06,0,0,0.0
평택시,154796,109184,51909,47.87,46517,42.9,9017,8.31,860,0.79,124,0.11,0,0,0.0
양주시,28071,20025,9709,48.84,8722,43.87,1279,6.43,138,0.69,30,0.15,0,0,0.0
동두천시,15074,8978,3515,39.48,4803,53.94,512,5.75,61,0.68,12,0.13,0,0,0.0
안산시상록구,121997,90653,50328,55.9,31884,35.41,6931,7.69,784,0.87,98,0.1,0,0,0.0
안산시단원구,132681,90463,42973,47.86,37939,42.25,7860,8.75,894,0.99,120,0.13,0,0,0.0
고양시덕양구,171871,127902,60588,47.68,54704,43.05,10328,8.12,1361,1.07,87,0.06,0,0,0.0
고양시일산동구,75932,57477,28151,49.34,23735,41.6,4522,7.92,596,1.04,47,0.08,0,0,0.0
고양시일산서구,96600,74319,36865,49.88,30758,41.62,5433,7.35,789,1.06,53,0.07,0,0,0.0
과천시,10102,8825,4215,48.04,3683,41.98,778,8.86,93,1.06,4,0.04,0,0,0.0
의왕시,54308,45967,23353,51.08,18284,40.0,3627,7.93,408,0.89,38,0.08,0,0,0.0
구리시,26289,24550,14921,61.14,7450,30.53,1832,7.5,188,0.77,10,0.04,0,0,0.0
남양주시,200751,147688,70256,47.87,64829,44.17,10236,6.97,1300,0.88,133,0.09,0,0,0.0
오산시,34532,25739,14057,55.04,8843,34.62,2368,9.27,242,0.94,28,0.1,0,0,0.0
화성시갑,77805,52308,24912,47.93,22298,42.9,4283,8.24,408,0.78,66,0.12,0,0,0.0
화성시을,101447,77691,35448,45.92,30632,39.68,10331,13.38,729,0.94,53,0.06,0,0,0.0
시흥시,21200,20868,14255,68.73,4936,23.8,1378,6.64,157,0.75,13,0.06,0,0,0.0
군포시,59371,48783,27362,56.46,16844,34.75,3749,7.73,470,0.96,36,0.07,0,0,0.0
하남시,119416,95069,47587,50.34,38649,40.89,7423,7.85,800,0.84,59,0.06,0,0,0.0
파주시,80157,58442,30442,52.42,23305,40.13,3810,6.56,464,0.79,44,0.07,0,0,0.0
여주시,37094,24730,8735,35.57,14405,58.66,1207,4.91,182,0.74,25,0.1,0,0,0.0
이천시,29079,24319,12159,50.29,10374,42.91,1443,5.96,165,0.68,33,0.13,0,0,0.0
용인시처인구,90495,74820,40420,54.38,27640,37.18,5606,7.54,579,0.77,82,0.11,0,0,0.0
용인시수지구,122640,91992,33729,36.87,48286,52.79,8516,9.31,868,0.94,66,0.07,0,0,0.0
용인시기흥구,67523,50646,23777,47.25,21676,43.07,4391,8.72,430,0.85,42,0.08,0,0,0.0
안성시,68544,49162,22104,45.29,23112,47.35,3201,6.55,342,0.7,46,0.09,0,0,0.0
김포시,88816,61924,27987,45.46,28193,45.79,4812,7.81,516,0.83,49,0.07,0,0,0.0
광주시,215264,142370,63937,45.17,67110,47.41,9318,6.58,1062,0.75,111,0.07,0,0,0.0
포천시,61162,44173,18492,42.18,22518,51.37,2499,5.7,277,0.63,45,0.1,0,0,0.0
연천군,14174,12587,6155,49.31,5345,42.82,859,6.88,106,0.84,16,0.12,0,0,0.0
양평군,34727,27511,12143,44.44,13598,49.77,1317,4.82,234,0.85,28,0.1,0,0,0.0
가평군,29521,24463,10965,45.15,11756,48.41,1356,5.58,187,0.77,17,0.07,0,0,0.0
