District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
목포시,91916,59190,48682,82.71,6876,11.68,2674,4.54,549,0.93,72,0.12,0,0,0.0
여수시,89020,56739,44732,79.31,8190,14.52,2931,5.19,478,0.84,67,0.11,0,0,0.0
순천시,88731,73867,62426,85.0,6893,9.38,3466,4.71,554,0.75,101,0.13,0,0,0.0
나주시,43764,28257,22480,80.07,3788,13.49,1507,5.36,252,0.89,45,0.16,0,0,0.0
광양시,42270,36276,29430,81.58,4196,11.63,2174,6.02,226,0.62,46,0.12,0,0,0.0
담양군,33925,27586,24371,88.8,2005,7.3,825,3.0,172,0.62,71,0.25,0,0,0.0
장성군,23709,21244,18924,89.59,1418,6.71,611,2.89,130,0.61,38,0.17,0,0,0.0
곡성군,20936,16955,14609,87.07,1489,8.87,477,2.84,156,0.92,47,0.28,0,0,0.0
구례군,15018,13557,11917,88.54,1107,8.22,326,2.42,82,0.6,26,0.19,0,0,0.0
고흥군,55564,46747,40708,87.78,3968,8.55,1304,2.81,266,0.57,124,0.26,0,0,0.0
보성군,18672,17429,15661,90.42,1134,6.54,380,2.19,106,0.61,38,0.21,0,0,0.0
화순군,23168,14459,11838,82.56,1691,11.79,648,4.51,130,0.9,31,0.21,0,0,0.0
장흥군,8716,8387,7676,92.24,403,4.84,160,1.92,50,0.6,32,0.38,0,0,0.0
강진군,15170,15115,13475,89.92,986,6.58,387,2.58,101,0.67,35,0.23,0,0,0.0
완도군,25525,24035,22027,92.39,1077,4.51,578,2.42,100,0.41,57,0.23,0,0,0.0
해남군,34996,29326,26040,89.46,2140,7.35,689,2.36,168,0.57,68,0.23,0,0,0.0
진도군,14287,11780,10379,88.94,911,7.8,287,2.45,55,0.47,37,0.31,0,0,0.0
영암군,33878,27629,24243,88.42,2107,7.68,793,2.89,222,0.8,53,0.19,0,0,0.0
무안군,36878,29945,26087,87.73,2301,7.73,1074,3.61,206,0.69,66,0.22,0,0,0.0
영광군,26437,20912,18205,87.78,1651,7.96,694,3.34,100,0.48,89,0.42,0,0,0.0
함평군,19403,15159,13401,89.21,1124,7.48,360,2.39,85,0.56,51,0.33,0,0,0.0
신안군,24157,19915,17723,89.84,1374,6.96,446,2.26,122,0.61,61,0.3,0,0,0.0
