District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
목포시,159838,126973,110626,87.56,9909,7.84,4689,3.71,986,0.78,125,0.09,0,0,0.0
여수시,210912,171326,146595,86.02,14963,8.78,7547,4.42,1118,0.65,192,0.11,0,0,0.0
순천시,210227,173667,146646,84.89,15906,9.2,8710,5.04,1299,0.75,187,0.1,0,0,0.0
나주시,99973,84341,71784,85.7,6806,8.12,4371,5.21,676,0.8,123,0.14,0,0,0.0
광양시,117772,94999,76774,81.21,11435,12.09,5528,5.84,700,0.74,95,0.1,0,0,0.0
담양군,40385,34045,29833,88.08,2456,7.25,1276,3.76,224,0.66,78,0.23,0,0,0.0
장성군,38328,32243,27774,86.66,2678,8.35,1326,4.13,220,0.68,48,0.14,0,0,0.0
곡성군,24642,20660,17677,86.4,1806,8.82,724,3.53,195,0.95,56,0.27,0,0,0.0
구례군,21975,18821,16019,85.72,1879,10.05,627,3.35,130,0.69,32,0.17,0,0,0.0
고흥군,55564,46747,40708,87.78,3968,8.55,1304,2.81,266,0.57,124,0.26,0,0,0.0
보성군,34072,28551,24790,87.49,2415,8.52,864,3.04,198,0.69,65,0.22,0,0,0.0
화순군,45675,36910,32431,88.52,2646,7.22,1226,3.34,262,0.71,71,0.19,0,0,0.0
장흥군,31153,26253,22956,88.09,2021,7.75,819,3.14,182,0.69,80,0.3,0,0,0.0
강진군,28924,24388,20809,86.08,2278,9.42,849,3.51,182,0.75,54,0.22,0,0,0.0
완도군,40521,34654,30888,89.9,2152,6.26,1058,3.07,172,0.5,86,0.25,0,0,0.0
해남군,56611,48054,42205,88.53,3496,7.33,1576,3.3,294,0.61,99,0.2,0,0,0.0
진도군,25634,21675,18814,87.6,1702,7.92,780,3.63,122,0.56,57,0.26,0,0,0.0
영암군,45634,37337,32195,86.85,3006,8.1,1466,3.95,330,0.89,70,0.18,0,0,0.0
무안군,77728,65905,56222,85.89,5103,7.79,3479,5.31,551,0.84,102,0.15,0,0,0.0
영광군,46202,38202,32618,85.97,3172,8.36,1823,4.8,216,0.56,111,0.29,0,0,0.0
함평군,23671,19426,17076,88.69,1412,7.33,600,3.11,105,0.54,59,0.3,0,0,0.0
신안군,35832,30041,26430,88.73,2208,7.41,887,2.97,192,0.64,69,0.23,0,0,0.0
