District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
창원시의창구,181085,144279,54737,38.23,74483,52.03,12091,8.44,1679,1.17,162,0.11,0,0,0.0
창원시성산구,188597,151635,60903,40.46,73551,48.86,13539,8.99,2361,1.56,155,0.1,0,0,0.0
창원시마산합포구,154518,121931,40797,33.72,70653,58.4,8305,6.86,1087,0.89,134,0.11,0,0,0.0
창원시마산회원구,142502,111344,37252,33.7,64928,58.73,7148,6.46,1068,0.96,143,0.12,0,0,0.0
창원시진해구,146297,111057,44297,40.19,56456,51.22,8253,7.48,1082,0.98,123,0.11,0,0,0.0
진주시,127509,104915,37432,35.98,58808,56.53,6792,6.52,867,0.83,122,0.11,0,0,0.0
통영시,102203,79149,27921,35.57,45078,57.43,4765,6.07,616,0.78,111,0.14,0,0,0.0
고성군,43287,33580,10744,32.3,20573,61.85,1662,4.99,254,0.76,27,0.08,0,0,0.0
사천시,94356,73114,25242,34.84,41495,57.27,4949,6.83,662,0.91,103,0.14,0,0,0.0
김해시,304717,220364,95560,43.69,104175,47.63,16481,7.53,2206,1.0,266,0.12,0,0,0.0
밀양시,90650,69757,23125,33.42,41676,60.24,3783,5.46,508,0.73,87,0.12,0,0,0.0
거제시,178927,133282,62796,47.47,58922,44.54,8918,6.74,1506,1.13,142,0.1,0,0,0.0
의령군,23294,18214,5421,30.14,11559,64.26,832,4.62,140,0.77,34,0.18,0,0,0.0
함안군,51990,40601,13802,34.27,23755,58.99,2275,5.65,371,0.92,60,0.14,0,0,0.0
창녕군,50638,38724,11013,28.69,25310,65.93,1760,4.58,263,0.68,40,0.1,0,0,0.0
양산시,281167,214528,93380,43.83,102506,48.12,14916,7.0,1994,0.93,222,0.1,0,0,0.0
하동군,35423,28636,10592,37.43,15959,56.4,1442,5.09,255,0.9,44,0.15,0,0,0.0
남해군,36504,28758,9931,34.93,16808,59.13,1377,4.84,269,0.94,39,0.13,0,0,0.0
함양군,32702,25848,8489,33.2,15503,60.63,1321,5.16,219,0.85,36,0.14,0,0,0.0
산청군,30968,24668,7478,30.63,15548,63.69,1130,4.62,219,0.89,36,0.14,0,0,0.0
거창군,52316,41373,12623,30.84,25259,61.72,2640,6.45,332,0.81,65,0.15,0,0,0.0
합천군,37329,28935,7001,24.5,20132,70.47,1188,4.15,200,0.7,46,0.16,0,0,0.0
